store_id,sale_date,product,qty,amount
STORE_002,2025-12-24 17:21:33.247858,Power Adapter,5,3538.35
STORE_002,2025-12-20 17:21:33.247858,USB Cable,10,1435.0
STORE_002,2025-11-07 17:21:33.247858,Monitor,9,8107.11
STORE_002,2025-11-20 17:21:33.247858,Desktop,7,2422.91
STORE_002,2025-12-02 17:21:33.247858,Monitor,1,71.91
STORE_002,2025-12-20 17:21:33.247858,Desktop,10,10483.3
STORE_002,2025-12-05 17:21:33.247858,Headphones,2,375.08
STORE_002,2025-12-14 17:21:33.247858,Mouse,1,161.73
STORE_002,2025-10-28 17:21:33.247858,Laptop,10,4556.8
STORE_002,2025-10-21 17:21:33.247858,Keyboard,5,873.25
STORE_002,2025-10-22 17:21:33.247858,Headphones,6,1406.1
STORE_002,2025-11-15 17:21:33.247858,Headphones,8,
STORE_002,2025-10-21 17:21:33.247858,Laptop,5,5657.35
STORE_002,2025-11-25 17:21:33.247858,Keyboard,9,7275.69
STORE_002,2025-11-24 17:21:33.247858,Laptop,1,728.68
STORE_002,2025-12-03 17:21:33.247858,Monitor,8,3253.6
STORE_002,2025-10-24 17:21:33.247858,Headphones,2,913.9
STORE_002,2025-11-30 17:21:33.247858,Webcam,6,2045.22
STORE_002,2025-12-10 17:21:33.247858,HDMI Cable,5,897.15
STORE_002,2025-11-01 17:21:33.247858,Desktop,10,4167.4
STORE_002,2025-11-23 17:21:33.247858,Power Adapter,5,482.5
STORE_002,2025-12-30 17:21:33.247858,Keyboard,7,1427.23
STORE_002,2025-11-28 17:21:33.247858,Power Adapter,1,710.43
STORE_002,2025-10-28 17:21:33.247858,Power Adapter,5,1007.85
STORE_002,2025-12-06 17:21:33.247858,Laptop,1,47.9
STORE_002,2025-11-27 17:21:33.247858,Keyboard,6,
STORE_002,2025-11-22 17:21:33.247858,Monitor,7,2942.94
STORE_002,2025-12-25 17:21:33.247858,Keyboard,10,12780.0
STORE_002,2025-12-18 17:21:33.247858,Desktop,1,1292.37
STORE_002,2025-11-11 17:21:33.247858,Power Adapter,4,4845.32
STORE_002,2025-11-15 17:21:33.247858,USB Cable,9,7398.0
STORE_002,2025-12-10 17:21:33.247858,Mouse,6,5059.2
STORE_002,2025-11-13 17:21:33.247858,USB Cable,7,6078.03
STORE_002,2025-12-08 17:21:33.247858,Mouse,8,8577.36
STORE_002,2025-11-02 17:21:33.247858,HDMI Cable,2,348.54
STORE_002,2025-10-01 17:21:33.247858,Keyboard,3,
STORE_002,2025-12-03 17:21:33.247858,HDMI Cable,5,801.55
STORE_002,2025-11-15 17:21:33.247858,Power Adapter,10,7200.3
STORE_002,2025-12-03 17:21:33.247858,Keyboard,1,750.36
STORE_002,2025-10-21 17:21:33.247858,Keyboard,6,4107.78
STORE_002,2025-11-30 17:21:33.247858,Laptop,6,4886.4
STORE_002,2025-11-20 17:21:33.247858,Keyboard,1,426.09
STORE_002,2025-12-29 17:21:33.247858,Mouse,8,3397.52
STORE_002,2025-12-07 17:21:33.247858,HDMI Cable,5,5955.6
STORE_002,2025-12-22 17:21:33.247858,Mouse,4,3510.28
STORE_002,2025-10-23 17:21:33.247858,Power Adapter,1,20.12
STORE_002,2025-11-16 17:21:33.247858,Monitor,4,
STORE_002,2025-12-28 17:21:33.247858,HDMI Cable,1,743.93
STORE_002,2025-10-30 17:21:33.247858,Monitor,10,10658.0
STORE_002,2025-10-13 17:21:33.247858,Monitor,1,
STORE_002,2025-11-11 17:21:33.247858,Laptop,8,2695.28
STORE_002,2025-10-30 17:21:33.247858,Desktop,8,9168.48
STORE_002,2025-12-06 17:21:33.247858,Keyboard,4,3084.12
STORE_002,2025-12-27 17:21:33.247858,Desktop,5,5154.05
STORE_002,2025-10-29 17:21:33.247858,Mouse,9,12191.22
STORE_002,2025-10-23 17:21:33.247858,Mouse,10,5626.6
STORE_002,2025-11-27 17:21:33.247858,Headphones,4,2765.4
STORE_002,2025-11-24 17:21:33.247858,Mouse,10,11227.1
STORE_002,2025-11-18 17:21:33.247858,Monitor,6,7692.48
STORE_002,2025-12-09 17:21:33.247858,Monitor,8,
STORE_002,2025-12-22 17:21:33.247858,Headphones,9,9572.85
STORE_002,2025-12-30 17:21:33.247858,Keyboard,4,446.96
STORE_002,2025-10-22 17:21:33.247858,Keyboard,8,11093.44
STORE_002,2025-10-08 17:21:33.247858,Webcam,4,4014.16
STORE_002,2025-12-08 17:21:33.247858,Monitor,8,11654.4
STORE_002,2025-12-27 17:21:33.247858,Monitor,3,2383.41
STORE_002,2025-10-28 17:21:33.247858,Power Adapter,5,1514.25
STORE_002,2025-10-03 17:21:33.247858,Monitor,1,28.16
STORE_002,2025-10-14 17:21:33.247858,Keyboard,7,3193.61
STORE_002,2025-12-24 17:21:33.247858,Headphones,4,4348.84
STORE_002,2025-10-14 17:21:33.247858,Keyboard,5,3441.65
STORE_002,,Monitor,4,4158.08
STORE_002,2025-12-13 17:21:33.247858,Laptop,10,
STORE_002,2025-10-08 17:21:33.247858,Mouse,8,4311.2
STORE_002,2025-12-18 17:21:33.247858,Keyboard,1,175.59
STORE_002,2025-11-14 17:21:33.247858,HDMI Cable,6,1147.5
STORE_002,2025-11-02 17:21:33.247858,Desktop,10,3988.3
STORE_002,2025-12-26 17:21:33.247858,Power Adapter,9,4796.55
STORE_002,2025-10-06 17:21:33.247858,Headphones,5,1353.0
STORE_002,2025-12-10 17:21:33.247858,USB Cable,5,2035.1
STORE_002,2025-11-30 17:21:33.247858,Laptop,4,3322.48
STORE_002,2025-10-22 17:21:33.247858,Laptop,4,1662.8
STORE_002,2025-12-25 17:21:33.247858,Mouse,9,1971.45
STORE_002,2025-11-08 17:21:33.247858,Power Adapter,9,5721.93
STORE_002,2025-12-12 17:21:33.247858,Headphones,3,419.16
STORE_002,2025-12-26 17:21:33.247858,Headphones,5,1318.85
STORE_002,,HDMI Cable,2,48.84
STORE_002,2025-12-21 17:21:33.247858,USB Cable,5,4079.9
STORE_002,2025-12-16 17:21:33.247858,HDMI Cable,6,7100.58
STORE_002,2025-11-26 17:21:33.247858,Power Adapter,8,10233.36
STORE_002,2025-12-02 17:21:33.247858,Mouse,4,2616.76
STORE_002,2025-12-02 17:21:33.247858,Power Adapter,1,117.49
STORE_002,2025-12-22 17:21:33.247858,Power Adapter,3,2538.27
STORE_002,2025-11-09 17:21:33.247858,Monitor,5,1522.15
STORE_002,2025-12-25 17:21:33.247858,USB Cable,8,3458.8
STORE_002,2025-11-05 17:21:33.247858,Webcam,7,7578.06
STORE_002,2025-11-07 17:21:33.247858,Desktop,3,3501.15
STORE_002,2025-12-24 17:21:33.247858,HDMI Cable,7,8506.4
STORE_002,2025-12-01 17:21:33.247858,HDMI Cable,1,762.52
STORE_002,2025-10-09 17:21:33.247858,HDMI Cable,4,5421.64
STORE_002,2025-10-26 17:21:33.247858,Power Adapter,8,5302.56
STORE_002,2025-12-09 17:21:33.247858,USB Cable,6,4007.16
STORE_002,2025-11-07 17:21:33.247858,Desktop,10,3755.8
STORE_002,2025-10-22 17:21:33.247858,Webcam,9,3942.9
STORE_002,2025-12-07 17:21:33.247858,Desktop,6,3426.96
STORE_002,2025-12-18 17:21:33.247858,Keyboard,6,1172.76
STORE_002,2025-12-25 17:21:33.247858,Laptop,4,4570.88
STORE_002,2025-11-01 17:21:33.247858,Laptop,1,244.62
STORE_002,2025-12-27 17:21:33.247858,Headphones,4,3042.32
STORE_002,2025-10-24 17:21:33.247858,Headphones,10,1958.3
STORE_002,2025-11-11 17:21:33.247858,Keyboard,10,13624.5
STORE_002,2025-12-20 17:21:33.247858,Keyboard,6,8465.1
STORE_002,2025-12-30 17:21:33.247858,USB Cable,4,
STORE_002,2025-10-29 17:21:33.247858,Power Adapter,4,1332.88
STORE_002,2025-10-05 17:21:33.247858,Mouse,3,939.48
STORE_002,2025-12-21 17:21:33.247858,Desktop,6,1268.82
STORE_002,,Power Adapter,5,6985.6
STORE_002,2025-11-18 17:21:33.247858,Mouse,7,723.45
STORE_002,2025-11-12 17:21:33.247858,USB Cable,8,4448.72
STORE_002,2025-10-02 17:21:33.247858,USB Cable,7,1821.96
STORE_002,2025-10-07 17:21:33.247858,Webcam,5,6701.25
STORE_002,2025-10-22 17:21:33.247858,Desktop,2,2534.06
STORE_002,2025-12-28 17:21:33.247858,Webcam,5,4826.7
STORE_002,2025-11-13 17:21:33.247858,Webcam,5,6586.45
STORE_002,2025-12-19 17:21:33.247858,Power Adapter,4,4307.64
STORE_002,2025-11-05 17:21:33.247858,Keyboard,8,10120.88
STORE_002,2025-11-09 17:21:33.247858,Mouse,8,9018.0
STORE_002,2025-11-27 17:21:33.247858,HDMI Cable,3,282.06
STORE_002,2025-10-20 17:21:33.247858,Desktop,2,536.72
STORE_002,2025-10-02 17:21:33.247858,Headphones,9,5067.72
STORE_002,2025-12-01 17:21:33.247858,Keyboard,10,4980.7
STORE_002,2025-12-18 17:21:33.247858,Mouse,8,8518.96
STORE_002,2025-12-14 17:21:33.247858,HDMI Cable,7,10093.93
STORE_002,2025-12-01 17:21:33.247858,Keyboard,9,4833.0
STORE_002,2025-11-28 17:21:33.247858,Laptop,5,7414.6
STORE_002,2025-12-29 17:21:33.247858,Power Adapter,7,8092.21
STORE_002,2025-10-27 17:21:33.247858,USB Cable,4,2082.44
STORE_002,2025-12-18 17:21:33.247858,Keyboard,6,171.96
STORE_002,2025-12-16 17:21:33.247858,Laptop,1,159.94
STORE_002,2025-11-24 17:21:33.247858,Monitor,9,5685.93
STORE_002,2025-12-12 17:21:33.247858,HDMI Cable,8,3954.48
STORE_002,2025-10-11 17:21:33.247858,Webcam,7,1521.66
STORE_002,2025-12-17 17:21:33.247858,Webcam,9,4743.0
STORE_002,2025-10-30 17:21:33.247858,Webcam,6,1762.98
STORE_002,2025-10-02 17:21:33.247858,Webcam,1,
STORE_002,2025-11-03 17:21:33.247858,USB Cable,9,6087.6
STORE_002,2025-11-26 17:21:33.247858,USB Cable,6,4075.98
STORE_002,2025-11-06 17:21:33.247858,Desktop,9,2466.99
STORE_002,2025-12-02 17:21:33.247858,Keyboard,3,2382.51
STORE_002,2025-10-10 17:21:33.247858,Mouse,1,224.17
STORE_002,2025-11-02 17:21:33.247858,Power Adapter,1,463.53
STORE_002,2025-10-14 17:21:33.247858,Desktop,7,4044.25
STORE_002,2025-10-05 17:21:33.247858,USB Cable,3,1202.7
STORE_002,2025-10-23 17:21:33.247858,Webcam,6,5360.16
STORE_002,2025-11-21 17:21:33.247858,Power Adapter,5,
STORE_002,2025-11-18 17:21:33.247858,Power Adapter,10,8846.3
STORE_002,2025-11-19 17:21:33.247858,HDMI Cable,6,7854.72
STORE_002,2025-12-13 17:21:33.247858,Desktop,8,5510.24
STORE_002,2025-10-09 17:21:33.247858,HDMI Cable,3,166.5
